class	slot	recommended	required	slot_uri	checklist	slot notes	instance notes	scn token inconsistencies	sheet	MIXS ID	Environmental package	Structured comment name	Item (rdfs:label) / Package item	Definition	Expected value	Value syntax	Example	Section	Requirement	migs_eu	migs_ba	migs_pl	migs_vi	migs_org	mims	mimarks_s	mimarks_c	misag	mimag	miuvig	Preferred unit	Occurence/Occurrence
FoodHumanFoods	env_medium		TRUE	MIXS:0000014					environmental_packages	MIXS:0000014	food-human foods	env_medium	environmental medium	Report the environmental material(s) immediately surrounding the sample or specimen at the time of sampling. We recommend using subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483). EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. a tree, a leaf, a table top).	The material displaced by the entity at time of sampling. Recommend subclasses of environmental material [ENVO:00010483]. 	{termLabel} {[termID]}	soil [ENVO:00001998]; Annotating a fish swimming in the upper 100 m of the Atlantic Ocean, consider: ocean water [ENVO:00002151]. Example: Annotating a duck on a pond consider: pond water [ENVO:00002228]|air [ENVO_00002005]		M													1
SymbiontAssociated	env_medium		TRUE	MIXS:0000014					environmental_packages	MIXS:0000014	symbiont-associated	env_medium	environmental medium	"Report the environmental material(s) immediately surrounding the sample or specimen at the time of sampling. We recommend using subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483). EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. a tree, a leaf, a table top). If the sample collected is a symbiont and the sequenced entity is a symbiont of that sampled symbiont, this field describes the tissue or excretion of the symbiotic host organism, not the top-level host.
"	The material displaced by the entity at time of sampling. Recommend subclasses of environmental material [ENVO:00010483].	{termLabel} {[termID]}	intestine environment [ENVO:2100002]		M													1
BuiltEnvironment	filter_type		TRUE	MIXS:0000765					environmental_packages	MIXS:0000765	built environment	filter_type	filter type	A device which removes solid particulates or airborne molecular contaminants	enumeration	[particulate air filter|chemical air filter|low-MERV pleated media|HEPA|electrostatic|gas-phase or ultraviolet air treatments]	HEPA		M													m
FoodFoodProductionFacility	food_contact_surf		TRUE	MIXS:0001131					environmental_packages	MIXS:0001131	food-food production facility	food_contact_surf	food contact surface	The specific container or coating materials in direct contact with the food. Multiple values can be assigned.  This field accepts terms listed under food contact surface (http://purl.obolibrary.org/obo/FOODON_03500010).	FOODON:03500010	{text}|{termLabel} {[termID]}	cellulose acetate [FOODON:03500034]		M													m
FoodAnimalAndAnimalFeed	food_origin		TRUE	MIXS:0001207					environmental_packages	MIXS:0001207	food-animal and animal feed	food_origin	food product origin geographic location	A reference to a place on the Earth, by its name or by its geographical location that describes the origin of the food commodity, either in terms of its cultivation or production. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448).	country: region, specific location	{term}:{term}, {text}	USA:Delmarva, Peninsula		M													1
FoodAnimalAndAnimalFeed	food_prod		TRUE	MIXS:0001211					environmental_packages	MIXS:0001211	food-animal and animal feed	food_prod	food production system characteristics	Descriptors of the food production system or of the agricultural environment and growing conditions related to the farm production system, such as wild caught, organic, free-range, industrial, dairy, beef,  domestic or cultivated food production. This field accepts terms listed under food production (http://purl.obolibrary.org/obo/FOODON_03530206). Multiple terms may apply and can be separated by pipes.	FOODON:03530206	{termLabel} {[termID]}	organic plant cultivation [FOODON:03530253]		M													m
FoodFoodProductionFacility	food_product_qual		TRUE	MIXS:0001213					environmental_packages	MIXS:0001213	food-food production facility	food_product_qual	food product by quality	"Descriptors for describing food visually or via other senses, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process. This field accepts terms listed under food product by quality (http://purl.obolibrary.org/obo/FOODON_00002454)."	FOODON:00002454	{termLabel} {[termID]}	raw [FOODON:03311126]		M													1
FoodAnimalAndAnimalFeed	food_product_type		TRUE	MIXS:0001184					environmental_packages	MIXS:0001184	food-animal and animal feed	food_product_type	food product type	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.	FOODON:00001002 or FOODON:03309997	{text}|{termLabel} {[termID]}	shrimp (peeled, deep-frozen) [FOODON:03317171]		M													m
FoodFarmEnvironment	food_product_type		TRUE	MIXS:0001184					environmental_packages	MIXS:0001184	food-farm environment	food_product_type	food product type	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.	FOODON:00001002 or FOODON:03309997	{text}|{termLabel} {[termID]}	shrimp (peeled, deep-frozen) [FOODON:03317171]		M													m
FoodFoodProductionFacility	food_product_type		TRUE	MIXS:0001184					environmental_packages	MIXS:0001184	food-food production facility	food_product_type	food product type	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.	FOODON:00001002 or FOODON:03309997	{text}|{termLabel} {[termID]}	shrimp (peeled, deep-frozen) [FOODON:03317171]		M													m
FoodHumanFoods	food_product_type		TRUE	MIXS:0001184					environmental_packages	MIXS:0001184	food-human foods	food_product_type	food product type	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.	FOODON:00001002 or FOODON:03309997	{text}|{termLabel} {[termID]}	shrimp (peeled, deep-frozen) [FOODON:03317171]		M													m
Agriculture	food_source		TRUE	MIXS:0001139		https://www.ncbi.nlm.nih.gov/biosample/docs/attributes/ and 4 packages say food_source			environmental_packages	MIXS:0001139	agriculture	Food_source	Food source	Type of plant or animal from which the food product or its major ingredient is derived or a chemical food source [FDA CFSAN 1995].	FOODON term	{text}	red swamp crayfish; FOODON:03412231		M													
FoodAnimalAndAnimalFeed	geo_loc_name		TRUE	MIXS:0000010					environmental_packages	MIXS:0000010	food-animal and animal feed	geo_loc_name	geographic location (country and/or sea,region)	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ).	country or sea name (INSDC or GAZ): region(GAZ), specific location name	{term}: {term}, {text}	USA: Maryland, Bethesda		M													1
FoodFarmEnvironment	geo_loc_name		TRUE	MIXS:0000010					environmental_packages	MIXS:0000010	food-farm environment	geo_loc_name	geographic location (country and/or sea,region)	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology  (http://purl.bioontology.org/ontology/GAZ).	country or sea name (INSDC or GAZ): region(GAZ), specific location name	{term}: {term}, {text}	USA: Maryland, Bethesda		M													1
FoodFoodProductionFacility	geo_loc_name		TRUE	MIXS:0000010					environmental_packages	MIXS:0000010	food-food production facility	geo_loc_name	geographic location (country and/or sea,region)	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology  (http://purl.bioontology.org/ontology/GAZ).	country or sea name (INSDC or GAZ): region(GAZ), specific location name	{term}: {term}, {text}	USA: Maryland, Bethesda		M													1
FoodHumanFoods	geo_loc_name		TRUE	MIXS:0000010					environmental_packages	MIXS:0000010	food-human foods	geo_loc_name	geographic location (country and/or sea,region)	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology  (http://purl.bioontology.org/ontology/GAZ).	country or sea name (INSDC or GAZ): region(GAZ), specific location name	{term}: {term}, {text}	USA: Maryland, Bethesda		M													1
SymbiontAssociated	geo_loc_name		TRUE	MIXS:0000010					environmental_packages	MIXS:0000010	symbiont-associated	geo_loc_name	geographic location (country and/or sea,region)	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ).	country or sea name (INSDC or GAZ): region(GAZ), specific location name	{term}: {term}, {text}	USA: Maryland, Bethesda		M													1
HydrocarbonResourcesCores	hc_produced		TRUE	MIXS:0000989					environmental_packages	MIXS:0000989	hydrocarbon resources-cores	hc_produced	hydrocarbon type produced	"Main hydrocarbon type produced from resource (i.e. Oil, gas, condensate, etc). If ""other"" is specified, please propose entry in ""additional info"" field"	enumeration	[Oil|Gas-Condensate|Gas|Bitumen|Coalbed Methane|other]	Gas		M													1
HydrocarbonResourcesFluidsSwabs	hc_produced		TRUE	MIXS:0000989					environmental_packages	MIXS:0000989	hydrocarbon resources-fluids/swabs	hc_produced	hydrocarbon type produced	"Main hydrocarbon type produced from resource (i.e. Oil, gas, condensate, etc). If ""other"" is specified, please propose entry in ""additional info"" field"	enumeration	[Oil|Gas-Condensate|Gas|Bitumen|Coalbed Methane|other]	Gas		M													1
HydrocarbonResourcesCores	hcr		TRUE	MIXS:0000988					environmental_packages	MIXS:0000988	hydrocarbon resources-cores	hcr	hydrocarbon resource type	"Main Hydrocarbon Resource type. The term ""Hydrocarbon Resource"" HCR defined as a natural environmental feature containing large amounts of hydrocarbons at high concentrations potentially suitable for commercial exploitation. This term should not be confused with the Hydrocarbon Occurrence term which also includes hydrocarbon-rich environments with currently limited commercial interest such as seeps, outcrops, gas hydrates etc. If ""other"" is specified, please propose entry in ""additional info"" field"	enumeration	[Oil Reservoir|Gas Reservoir|Oil Sand|Coalbed|Shale|Tight Oil Reservoir|Tight Gas Reservoir|other]	Oil Sand		M													1
HydrocarbonResourcesFluidsSwabs	hcr		TRUE	MIXS:0000988					environmental_packages	MIXS:0000988	hydrocarbon resources-fluids/swabs	hcr	hydrocarbon resource type	"Main Hydrocarbon Resource type. The term ""Hydrocarbon Resource"" HCR defined as a natural environmental feature containing large amounts of hydrocarbons at high concentrations potentially suitable for commercial exploitation. This term should not be confused with the Hydrocarbon Occurrence term which also includes hydrocarbon-rich environments with currently limited commercial interest such as seeps, outcrops, gas hydrates etc. If ""other"" is specified, please propose entry in ""additional info"" field"	enumeration	[Oil Reservoir|Gas Reservoir|Oil Sand|Coalbed|Shale|Tight Oil Reservoir|Tight Gas Reservoir|other]	Oil Sand		M													1
HydrocarbonResourcesCores	hcr_temp		TRUE	MIXS:0000393					environmental_packages	MIXS:0000393	hydrocarbon resources-cores	hcr_temp	hydrocarbon resource original temperature	Original temperature of the hydrocarbon resource	measurement value range	{float} - {float} {unit}	150-295 degree Celsius		M												degree Celsius	1
BuiltEnvironment	heat_cool_type		TRUE	MIXS:0000766					environmental_packages	MIXS:0000766	built environment	heat_cool_type	heating and cooling system type	Methods of conditioning or heating a room or building	enumeration	[radiant system|heat pump|forced air system|steam forced heat|wood stove]	heat pump		M													m
Agriculture	host_age		TRUE	MIXS:0000255					environmental_packages	MIXS:0000255	agriculture	host_age	host age	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	value	{float} {unit}			M												year, day, hour	1
Agriculture	host_common_name		TRUE	MIXS:0000248					environmental_packages	MIXS:0000248	agriculture	host_common_name	host common name	Common name of the host.	common name	{text}			M													1
SymbiontAssociated	host_dependence		TRUE	MIXS:0001315					environmental_packages	MIXS:0001315	symbiont-associated	host_dependence	host dependence	Type of host dependence for the symbiotic host organism to its host.	enumeration	[facultative|obligate]	obligate		M													1
Agriculture	host_genotype		TRUE	MIXS:0000365					environmental_packages	MIXS:0000365	agriculture	host_genotype	host genotype	Observed genotype	genotype	{text}			M													1
Agriculture	host_height		TRUE	MIXS:0000264					environmental_packages	MIXS:0000264	agriculture	host_height	host height	The height of subject	measurement value	{float} {unit}			M												centimeter, millimeter, meter	1
Agriculture	host_length		TRUE	MIXS:0000256					environmental_packages	MIXS:0000256	agriculture	host_length	host length	The length of subject	measurement value	{float} {unit}			M												centimeter, millimeter, meter	1
Agriculture	host_life_stage		TRUE	MIXS:0000251					environmental_packages	MIXS:0000251	agriculture	host_life_stage	host life stage	Description of life stage of host	stage	{text}			M													1
SymbiontAssociated	host_life_stage		TRUE	MIXS:0000251					environmental_packages	MIXS:0000251	symbiont-associated	host_life_stage	host life stage	Description of life stage of host.	life stage of the symbiotic organism (host of the samples)	{text}	redia		M													1
Agriculture	host_phenotype		TRUE	MIXS:0000874					environmental_packages	MIXS:0000874	agriculture	host_phenotype	host phenotype	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	PATO	{term}			M													1
Agriculture	host_spec_range		TRUE	MIXS:0000030					environmental_packages	MIXS:0000030	agriculture	host_spec_range	host specificity or range	The range and diversity of host species that an organism is capable of infecting, defined by NCBI taxonomy identifier.	NCBI taxid	{integer}			M													m
Agriculture	host_taxid		TRUE	MIXS:0000250					environmental_packages	MIXS:0000250	agriculture	host_taxid	host taxid	NCBI taxon id of the host, e.g. 9606	NCBI taxon identifier	{integer}	9606		M													1
Agriculture	host_tot_mass		TRUE	MIXS:0000263					environmental_packages	MIXS:0000263	agriculture	host_tot_mass	host total mass	Total mass of the host at collection, the unit depends on host	measurement value	{float} {unit}			M												kilogram, gram	1
FoodAnimalAndAnimalFeed	IFSAC_category		TRUE	MIXS:0001179					environmental_packages	MIXS:0001179	food-animal and animal feed	IFSAC_category	Interagency Food Safety Analytics Collaboration (IFSAC) category	The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories; dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300	IFSAC term	{text}	Plants:Produce:Vegetables:Herbs:Dried Herbs		M													m
FoodFarmEnvironment	IFSAC_category		TRUE	MIXS:0001179					environmental_packages	MIXS:0001179	food-farm environment	IFSAC_category	Interagency Food Safety Analytics Collaboration (IFSAC) category	The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories; dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300.	IFSAC term	{text}	Plants:Produce:Vegetables:Herbs:Dried Herbs		M													m
FoodFoodProductionFacility	IFSAC_category		TRUE	MIXS:0001179					environmental_packages	MIXS:0001179	food-food production facility	IFSAC_category	Interagency Food Safety Analytics Collaboration (IFSAC) category	The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories; dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300.	IFSAC term	{text}	Plants:Produce:Vegetables:Herbs:Dried Herbs		M													m
FoodHumanFoods	IFSAC_category		TRUE	MIXS:0001179					environmental_packages	MIXS:0001179	food-human foods	IFSAC_category	Interagency Food Safety Analytics Collaboration (IFSAC) category	The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories; dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300.	IFSAC term	{text}	Plants:Produce:Vegetables:Herbs:Dried Herbs		M													m
BuiltEnvironment	indoor_space		TRUE	MIXS:0000763					environmental_packages	MIXS:0000763	built environment	indoor_space	indoor space	A distinguishable space within a structure, the purpose for which discrete areas of a building is used	enumeration	[bedroom|office|bathroom|foyer|kitchen|locker room|hallway|elevator]	foyer		M													1
FoodAnimalAndAnimalFeed	intended_consumer		TRUE	MIXS:0001144					environmental_packages	MIXS:0001144	food-animal and animal feed	intended_consumer	intended consumer	Food consumer type, human or animal, for which the food product is produced and marketed. This field accepts terms listed under food consumer group (http://purl.obolibrary.org/obo/FOODON_03510136) or NCBI taxid.	FOODON_03510136 or NCBI taxid	{integer}|{termLabel} {[termID]}        	9606 o rsenior as food consumer [FOODON:03510254] 		M													m
HydrocarbonResourcesFluidsSwabs	iwf		TRUE	MIXS:0000455					environmental_packages	MIXS:0000455	hydrocarbon resources-fluids/swabs	iwf	injection water fraction	Proportion of the produced fluids derived from injected water at the time of sampling. (e.g. 87%)	measurement value	{float} {unit}			M												percent	1
FoodAnimalAndAnimalFeed	lat_lon		TRUE	MIXS:0000009					environmental_packages	MIXS:0000009	food-animal and animal feed	lat_lon	geographic location (latitude and longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system.	decimal degrees,  limit to 8 decimal points	{float} {float}	50.586825 6.408977		M													1
FoodFarmEnvironment	lat_lon		TRUE	MIXS:0000009					environmental_packages	MIXS:0000009	food-farm environment	lat_lon	geographic location (latitude and longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system.	decimal degrees,  limit to 8 decimal points	{float} {float}	50.586825 6.408977		M													1
FoodFoodProductionFacility	lat_lon		TRUE	MIXS:0000009					environmental_packages	MIXS:0000009	food-food production facility	lat_lon	geographic location (latitude and longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system.	decimal degrees,  limit to 8 decimal points	{float} {float}	50.586825 6.408977		M													1
FoodHumanFoods	lat_lon		TRUE	MIXS:0000009					environmental_packages	MIXS:0000009	food-human foods	lat_lon	geographic location (latitude and longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system.	decimal degrees,  limit to 8 decimal points	{float} {float}	50.586825 6.408977		M													1
SymbiontAssociated	lat_lon		TRUE	MIXS:0000009					environmental_packages	MIXS:0000009	symbiont-associated	lat_lon	geographic location (latitude and longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system.	decimal degrees, limit to 8 decimal points	{float} {float}	50.586825 6.408977		M													1
Agriculture	lib_reads_seqd		TRUE	MIXS:0000040					environmental_packages	MIXS:0000040	agriculture	lib_reads_seqd	library reads sequenced	Total number of clones sequenced from the library	number of reads sequenced	{integer}			M													1
Agriculture	lib_screen		TRUE	MIXS:0000043					environmental_packages	MIXS:0000043	agriculture	lib_screen	library screening strategy	Specific enrichment or screening methods applied before and/or after creating libraries	screening strategy name	{text}	enriched, screened, normalized		M													1
Agriculture	lib_vector		TRUE	MIXS:0000042					environmental_packages	MIXS:0000042	agriculture	lib_vector	library vector	Cloning vector type(s) used in construction of libraries	vector	{text}			M													1
BuiltEnvironment	light_type		TRUE	MIXS:0000769					environmental_packages	MIXS:0000769	built environment	light_type	light type	Application of light to achieve some practical or aesthetic effect. Lighting includes the use of both artificial light sources such as lamps and light fixtures, as well as natural illumination by capturing daylight. Can also include absence of light	enumeration	[natural light|electric light|desk lamp|flourescent lights|natural light|none]	desk lamp		M													m
Agriculture	microbial_biomass		TRUE	MIXS:0000650					environmental_packages	MIXS:0000650	agriculture	microbial_biomass	microbial biomass	The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this, you would need to have correction factors used for conversion to the final units	measurement value	{float} {unit}			M												ton, kilogram, gram per kilogram soil	1
Agriculture	mid		TRUE	MIXS:0000047					environmental_packages	MIXS:0000047	agriculture	mid	multiplex identifiers	Molecular barcodes, called Multiplex Identifiers (MIDs), that are used to specifically tag unique samples in a sequencing run. Sequence should be reported in uppercase letters	multiplex identifier sequence	{dna}			M													1
HydrocarbonResourcesFluidsSwabs	nitrate		TRUE	MIXS:0000425					environmental_packages	MIXS:0000425	hydrocarbon resources-fluids/swabs	nitrate	nitrate	Concentration of nitrate in the sample	measurement value	{float} {unit}	65 micromole per liter		M												micromole per liter, milligram per liter, parts per million	1
Agriculture	nucl_acid_amp		TRUE	MIXS:0000038					environmental_packages	MIXS:0000038	agriculture	nucl_acid_amp	nucleic acid amplification	A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the enzymatic amplification (PCR, TMA, NASBA) of specific nucleic acids	reference to amplification method; clean-up method	{PMID|DOI|URL}			M													1
Agriculture	nucl_acid_ext		TRUE	MIXS:0000037					environmental_packages	MIXS:0000037	agriculture	nucl_acid_ext	nucleic acid extraction	A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the material separation to recover the nucleic acid fraction from a sample	PMID, DOI or URL	{PMID|DOI|URL}			M													1
BuiltEnvironment	occup_density_samp		TRUE	MIXS:0000217					environmental_packages	MIXS:0000217	built environment	occup_density_samp	occupant density at sampling	Average number of occupants at time of sampling per square footage	measurement value	{float}			M													1
BuiltEnvironment	occup_samp		TRUE	MIXS:0000772					environmental_packages	MIXS:0000772	built environment	occup_samp	occupancy at sampling	Number of occupants present at time of sample within the given space	measurement value	{integer}	10		M													1
BuiltEnvironment	organism_count		TRUE	MIXS:0000103					environmental_packages	MIXS:0000103	built environment	organism_count	organism count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR		M												number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m
Agriculture	pathogenicity		TRUE	MIXS:0000027					environmental_packages	MIXS:0000027	agriculture	pathogenicity	known pathogenicity	To what is the entity pathogenic	CV	{term}	human, animal, plant, fungi, bacteria		M													1
Agriculture	pcr_cond		TRUE	MIXS:0000049					environmental_packages	MIXS:0000049	agriculture	pcr_cond	pcr conditions	Description of reaction conditions and components of PCR in the form of 'initial denaturation:94degC_1.5min; annealing=...'	initial denaturation:degrees_minutes; annealing:degrees_minutes; elongation: degrees_minutes; final elongation:degrees_minutes; total cycles	initial denaturation:degrees_minutes; annealing:degrees_minutes; elongation: degrees_minutes; final elongation:degrees_minutes; total cycles			M													1
Agriculture	pcr_primers		TRUE	MIXS:0000046					environmental_packages	MIXS:0000046	agriculture	pcr_primers	pcr primers	PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer sequence should be reported in uppercase letters	FWD:{dna} REV:{dna}		FWD: forward primer sequence REV:reverse primer sequence		M													
Agriculture	pool_dna_extracts		TRUE	MIXS:0000325					environmental_packages	MIXS:0000325	agriculture	pool_dna_extracts	pooling of DNA extracts (if done)	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given	pooling status;measurement value	{boolean};{float} {unit}			M												gram, milliliter, microliter	1
Air	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	air	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
BuiltEnvironment	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	built environment	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
FoodAnimalAndAnimalFeed	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	food-animal and animal feed	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
FoodFarmEnvironment	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	food-farm environment	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
FoodFoodProductionFacility	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	food-food production facility	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
FoodHumanFoods	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	food-human foods	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
HostAssociated	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	host-associated	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
HumanAssociated	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	human-associated	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
HumanGut	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	human-gut	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
HumanOral	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	human-oral	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
HumanSkin	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	human-skin	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
HumanVaginal	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	human-vaginal	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
HydrocarbonResourcesCores	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	hydrocarbon resources-cores	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
